Equilibrium Convergence/,1.6184953044090296e-8,1.613175142288504e-8,1.623405225916068e-8,1.5989268732020982e-10,9.206557480178455e-11,2.6388902256397585e-10
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,1.6155798581707567e-8,1.6116942894811574e-8,1.6222886784512435e-8,1.7128056958001094e-10,9.455408201495083e-11,2.869287606886617e-10
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,1.6230357193289453e-8,1.6153676667179996e-8,1.6319587591408764e-8,2.8536981082845266e-10,1.4912885746113146e-10,4.302253745583406e-10
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,1.6788238402103363e-8,1.64406356839645e-8,1.7927534400663575e-8,1.945281355561875e-9,1.0596809152541137e-9,3.310995913899357e-9
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,1.9811373930084908,1.9775580987067467,1.9831697341966599,3.5038245343903133e-3,1.218249798209059e-3,4.693490928298339e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,0.7526405373064335,0.744701424438972,0.761258447993896,9.460378023113253e-3,1.5061504086575188e-3,1.3247652811438257e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,0.7675055209644294,0.7461243752550217,0.8079528959666883,4.0542612300840816e-2,1.2575649188563895e-3,4.812007600478011e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,2.0301536743427278,2.0063875989580993,2.053288541348593,2.8225561529094938e-2,2.2103091062140916e-2,3.278230902144388e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,1.9987783385464961,1.9953455000844165,2.003931224004191,4.859895638188764e-3,1.633937266888097e-3,6.041092598911258e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,2.011454970729877,1.9821785158783314,2.0656827451239224,5.2430791818801385e-2,3.329490713278628e-3,6.428158564455227e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,0.8108630468304909,0.7898167499952251,0.8499807447442436,3.783630090525781e-2,9.470228350663204e-4,4.564273825870025e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Equilibrium Convergence/,0.7921484306352795,0.7895006215112517,0.7947962397593074,3.3369663910987547e-3,2.781182787401277e-4,4.1315826173700335e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5912735599041833e-4,4.5716970908408935e-4,4.6345596074868437e-4,1.0157565759655292e-5,8.128640804672082e-6,1.2972123820801931e-5
LQ Solver/Equilibrium,0.7964268229601051,0.7948853644605455,0.7988531667579082,2.5104216129053555e-3,4.0264566875219954e-4,3.209394022792869e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.899576149020982e-4,4.8697281493749976e-4,4.941955148674692e-4,1.2835950917099635e-5,7.348566615193851e-6,1.96635514495704e-5
LQ Solver/Equilibrium,0.8746887510787928,0.7908997466729488,1.0418162322312128,0.16697889510428532,8.797732880339026e-5,0.19340082952644472
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.7039788030381216e-4,4.5850186839632647e-4,4.94994904091802e-4,5.3029232072577345e-5,1.561871826353701e-5,8.558915196600012e-5
LQ Solver/Equilibrium,0.8104904401249465,0.7963108803814976,0.8264042370028619,1.6732202423254995e-2,8.029546741454396e-3,2.34745685941839e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.58571449542439e-4,4.5685208387889856e-4,4.618396332806831e-4,7.268865472748082e-6,5.066249108162726e-6,1.1672765589931756e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.531572202491883e-4,4.5248458518135917e-4,4.550556574544619e-4,3.493418139801416e-6,1.9975074623329607e-6,6.114661451849464e-6
LQ Solver/Equilibrium,0.7923085841078622,0.7902899338320519,0.7943173697567545,2.568646756325006e-3,1.077390625141561e-3,3.3950282056332192e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5968212117861564e-4,4.571432420646659e-4,4.6329779134031505e-4,1.070313140274206e-5,8.027019755319764e-6,1.5116496322129079e-5
LQ Solver/Equilibrium,0.824750564571635,0.7968161672761198,0.8750166164330343,4.806811949674237e-2,4.2791279545525765e-3,6.018180112383346e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.538575764503242e-4,4.527871723260641e-4,4.556780145638979e-4,5.276745036788039e-6,1.7881990466170764e-6,9.278941512279754e-6
LQ Solver/Equilibrium,0.8149842717648426,0.7992897709918907,0.8269219349349441,1.9322871718010108e-2,7.513675205700565e-3,2.4372715041009893e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.792534960972638e-4,4.654019317901198e-4,5.265406334962919e-4,7.235323198604526e-5,4.0651088811092995e-5,1.308486721011615e-4
LQ Solver/Equilibrium,0.7983540789706846,0.7948404204168279,0.8001166127821003,3.34846566538831e-3,2.6348116175444088e-5,4.070397481906868e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5992924356206167e-4,4.5748666487372287e-4,4.637067769751265e-4,1.0738925110943e-5,6.905906916603229e-6,1.7132281549832756e-5
LQ Solver/Equilibrium,0.8038119125788702,0.7950749914186115,0.8153411463499651,1.1334319098659288e-2,4.457618085628667e-3,1.5029841131691153e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5413670081278357e-4,4.5316909220554817e-4,4.566866006739925e-4,5.216223673089607e-6,1.839790628302036e-6,9.462215689762905e-6
LQ Solver/Equilibrium,0.8180051294766599,0.8044315386650851,0.8399850390560459,2.2061590216169623e-2,1.5383419522549957e-3,2.7961205455299683e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5379236318398593e-4,4.5290420272814423e-4,4.561857268690623e-4,4.818970205907048e-6,1.6626063726615592e-6,9.183808401217347e-6
LQ Solver/Equilibrium,0.789733279501282,0.7871045034892935,0.7940285050135572,4.0652097804183e-3,1.0269480117131025e-3,5.034317692338239e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.5764956443017986e-4,4.5548944136700404e-4,4.5986827825597745e-4,7.5118822960511466e-6,5.583463861427048e-6,1.0092352119082367e-5
LQ Solver/Equilibrium,0.8097618678378543,0.8000819843873614,0.8188247915022657,1.2284896764261552e-2,6.826869435044144e-3,1.6841359402208905e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/St Hes,1.5388969738130402e-5,1.535307530937235e-5,1.548049888552028e-5,1.724400850297889e-7,4.79679628902583e-8,3.248859828764461e-7
LQ Solver/Total Cost,4.555412183589721e-4,4.5479556217876147e-4,4.57176626911618e-4,4.299835653812155e-6,2.095045015710096e-6,8.178460965757373e-6
LQ Solver/Equilibrium,0.7983940809026535,0.7970107033033855,0.8008524921788194,2.4225203442417905e-3,1.83642259798944e-5,3.194773717313083e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/St Hes,6.665831974363172e-5,6.653790764155884e-5,6.69460383375437e-5,6.275018021033722e-7,4.026651756917427e-7,1.038697011671605e-6
LQ Solver/Total Cost,4.5420271709165733e-4,4.5300778836220154e-4,4.5579552645645053e-4,4.983506983285428e-6,2.604927803732458e-6,7.41275162734886e-6
LQ Solver/Equilibrium,0.7892600259862471,0.787317171732866,0.7927964062352354,3.5663256404246664e-3,1.5201050458318877e-4,4.311303093261804e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/St Hes,6.692036017455587e-5,6.678703976593494e-5,6.717900902958473e-5,6.333905661740538e-7,4.6773852681374204e-7,9.118600488382358e-7
LQ Solver/Total Cost,4.555073311365689e-4,4.5353835769140576e-4,4.603717099827809e-4,9.80346600842315e-6,3.0132573992158076e-6,1.9529794425623405e-5
LQ Solver/Equilibrium,0.7957201286444615,0.7917078091704752,0.8031324950534326,7.233269993107324e-3,2.0396182662807405e-4,8.56068346136019e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/St Hes,8.777180695096911e-5,8.264483072363471e-5,9.604536807930773e-5,2.2200881071007142e-5,1.7226625996700342e-5,2.9247966782188718e-5
LQ Solver/Total Cost,4.531793000729221e-4,4.523190697853481e-4,4.548509810984386e-4,4.05789252342991e-6,1.8507264023267343e-6,6.801216684552233e-6
LQ Solver/Equilibrium,0.7905368852577036,0.7885594999958508,0.7940485307772178,3.3761623584247255e-3,6.875000205280868e-5,4.094591804172098e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/St Hes,6.717974153621544e-5,6.70159475850777e-5,6.755682320171066e-5,7.087302286462407e-7,4.123201178394848e-7,1.1810362956154118e-6
LQ Solver/Total Cost,4.526407509174451e-4,4.517791577655123e-4,4.547193090231813e-4,4.52410969682642e-6,1.0621810377963782e-6,7.793811276057944e-6
LQ Solver/Equilibrium,0.7894270972744076,0.78789722937654,0.7924132289517729,2.992304592660223e-3,1.0812371328938752e-5,3.4805797775594592e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LQ Solver/Total Cost,4.823214047578202e-4,4.6578657838308176e-4,5.130274814471252e-4,8.015810960343353e-5,3.7886636494309864e-5,1.4865970078065815e-4
LQ Solver/Equilibrium,0.8005129385140511,0.7909399193194986,0.8252236669650301,1.665611456450717e-2,7.062238801154308e-4,2.0405338752916016e-2
